eri_bird_id,id,info_source,banded,applicant_id_eri,band_number,permit_id,eri_application_id,parrot_status,end_date,range,has_parrot,why_no_parrot,when_no_parrot,where_no_parrot,date_parrot_loss_info_provided,new_owner,new_owner_address,new_owner_contact,species_descrip_by_applicant,species_id,parrot_picture,period_of_ownership,period_of_ownership_months,date_period_provided,method_obtained,town_obtained,district_obtain,pet_name,sex,justification_sex_by_applicant,parrot_age_description,parrot_age_months,date_parrot_age_described,is_healthy,health_comments,health_comms_by_professional,stories,bird_comments
Bird_79,NULL,Call,false,App_80,NULL,NULL,Apply_35,NULL,NULL,Orange Walk,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Has a red head & yellow eyes,15,NULL,NULL,NULL,NULL,Gifted,Unknown,Cayo,Pamfilo,Unknown,NULL,7 mon,NULL,Application date,true,NULL,NULL,NULL,Parrot has never gotten sick
Bird_80,NULL,Call,false,App_80,NULL,NULL,Apply_35,NULL,NULL,Orange Walk,false,Died,U,San Pedrito,Call date,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,7 mon,NULL,Application date,NULL,NULL,NULL,NULL,"When she got it, it was already sick and died"
Bird_81,NULL,Historic,false,App_83,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown Parrot,14,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Pelon,NULL,NULL,12.0,144,Application date,NULL,NULL,NULL,NULL,NULL
Bird_82,NULL,Historic,false,App_83,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown Parrot,14,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Capulina,NULL,NULL,12.0,144,Application date,NULL,NULL,NULL,NULL,NULL
Bird_83,NULL,Historic,false,App_84,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,White-fronted Parrot,3,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Estrella,NULL,NULL,4 mon,NULL,Application date,NULL,NULL,NULL,NULL,NULL
Bird_84,NULL,Historic,false,App_86,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_85,NULL,Historic,false,App_87,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mealy Parrot,4,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Abril,NULL,NULL,84.0,1008,Application date,NULL,NULL,NULL,NULL,NULL
Bird_86,NULL,Historic,false,App_87,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mealy Parrot,4,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Ana,NULL,NULL,84.0,1008,Application date,NULL,NULL,NULL,NULL,NULL
Bird_87,NULL,Historic,false,App_87,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Mayo,NULL,NULL,84.0,1008,Application date,NULL,NULL,NULL,NULL,NULL
Bird_88,NULL,Historic,false,App_88,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,POLLY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_89,NULL,Historic,false,App_89,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,2.0,24,Application date,NULL,NULL,NULL,NULL,NULL
Bird_90,NULL,Historic,false,App_90,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Lenho,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_91,NULL,Historic,false,App_91,NULL,NULL,Apply_39,NULL,NULL,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,Bought,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_92,NULL,Historic,false,App_92,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown Parrot,14,NULL,NULL,NULL,NULL,Bought,NULL,NULL,Lol,NULL,NULL,2.0,24,Application date,NULL,NULL,NULL,NULL,NULL
Bird_93,NULL,Historic,false,App_92,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown Parrot,14,NULL,NULL,NULL,NULL,Bought,NULL,NULL,Panchito,NULL,NULL,2.0,24,Application date,NULL,NULL,NULL,NULL,NULL
Bird_94,NULL,Call,false,App_93,NULL,NULL,NULL,NULL,NULL,Belmopan,false,Died,2023-07-01 00:00:00,7032 Iguana Ext.,Call date,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Parrot lived 28 years
Bird_95,NULL,Historic,false,App_94,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_96,292.0,Call,true,App_95,478.0,484,Apply_40,NULL,NULL,NULL,false,Died,Several years ago,NULL,Call date,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_97,NULL,Historic,false,App_96,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,25.0,300,Application date,NULL,NULL,NULL,NULL,NULL
Bird_98,160.0,Historic,true,App_100,CWP FD 760,365,Apply_42,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,White-fronted Parrot,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14.0,168,Application date,NULL,NULL,NULL,NULL,NULL
Bird_99,NULL,Historic,false,App_102,NULL,NULL,NULL,NULL,NULL,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,3.0,36,Application date,NULL,NULL,NULL,NULL,NULL
Bird_100,NULL,Historic,false,App_103,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,White-fronted Parrot,3,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_101,NULL,Historic,true,App_104,CWP FD 826,459,Apply_43,NULL,NULL,Orange Walk,false,Confiscated,2016-09-26 00:00:00,NULL,NULL,NULL,NULL,NULL,White-fronted Parrot,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Loco,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Willfully surrendered
Bird_102,NULL,Historic,true,App_107,GOB A 210,34,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Lorito,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_103,345.0,Call,true,App_108,CWP FD 815,211,Apply_46,NULL,NULL,Belmopan,false,Died,4 yrs ago,Belmopan,Call date,NULL,NULL,NULL,White-fronted Parrot,3,NULL,NULL,NULL,NULL,Bought,NULL,NULL,Lilo,NULL,NULL,3 Years,NULL,Application date,NULL,NULL,NULL,NULL,NULL
Bird_104,NULL,Call,false,App_109,NULL,NULL,NULL,NULL,NULL,Belmopan,false,Stolen,3 yrs ago,Bullet Tree Falls,Call date,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,Obtained,NULL,NULL,NULL,NULL,NULL,4 years,NULL,Application date,NULL,NULL,NULL,NULL,NULL
Bird_105,NULL,Historic,false,App_110,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_106,NULL,Historic,true,App_112,GOB A 237,33,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mealy Parrot,4,NULL,NULL,NULL,NULL,Bought,NULL,NULL,Tiko,NULL,NULL,9.0,108,Application date,NULL,NULL,NULL,NULL,NULL
Bird_107,NULL,Call,false,App_114,NULL,NULL,Apply_49,NULL,NULL,Belmopan,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Tropical bird,15,NULL,13.0,156,Call date,Rescued,Racoon St,Belize,Panny,Unknown,NULL,15.0,180,Call date,true,NULL,NULL,NULL,"She rescued the bird from pitbulls late one night. The bird was unable to fly. Satisfied with heath, except for the fact that it has allergies bc a neighbour lights a fire-heart often & the smoke affects the bird and one eye gets swollen. The parot wa stakn twice to the vet & was located in the middle of the yard where there isn't much smoke."
Bird_108,NULL,Call,false,App_114,NULL,NULL,Apply_49,NULL,NULL,Belmopan,false,Gave it back to owner,Several yrs ago,Belize,Call date,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,Bought,NULL,NULL,Pauly,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,She was just looking after Pauly for a while. Returned it back & it's not around anymore.
Bird_109,159.0,Historic,true,App_115,CWP FD 204,364,Apply_50,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,Bought,NULL,NULL,Pako,NULL,NULL,5.0,60,Application date,NULL,NULL,NULL,NULL,NULL
Bird_110,NULL,Call,false,App_116,NULL,NULL,Apply_51,NULL,NULL,Belmopan,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,Yes,NULL,NULL,NULL,Gifted,Unknown,Unknown,Polly,Unknown,NULL,Unknown,NULL,NULL,true,NULL,Hard to tell but it seems like it is molting on the shoulders,NULL,NULL
Bird_111,180.0,Call,true,App_119,GOB A 077,386,Apply_52,NULL,NULL,SanIg,false,Died,2 yrs ago,"Corner, Trapuche Road, Cemetary Rd",Call date,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_112,NULL,Call,false,App_120,NULL,NULL,NULL,NULL,NULL,Belmopan,false,Died,2 yrs ago,# 67 Albert Hoy Ave (Belama),Call date,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Polly Edder,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_113,273.0,Historic,true,App_121,407.0,468,Apply_53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_114,174.0,Historic,true,App_123,GOB A 073,380,Apply_54,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Chula,NULL,NULL,36.0,432,Application date,NULL,NULL,NULL,NULL,NULL
Bird_115,NULL,Historic,false,App_125,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_116,NULL,Historic,false,App_127,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_117,NULL,Historic,false,App_127,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_118,NULL,Historic,false,App_127,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_119,NULL,Call,false,App_128,NULL,NULL,NULL,NULL,NULL,SanIg,false,Died,2-3 yrs ago,20 Bishop Martin St,Call date,NULL,NULL,NULL,Mealy Parrot,4,NULL,NULL,NULL,NULL,Bought,NULL,NULL,Ruth,NULL,NULL,180.0,2160,Application date,NULL,NULL,NULL,NULL,NULL
Bird_120,201.0,Historic,true,App_129,CWP FD 231,204,Apply_56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Paco Villamil,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_121,202.0,Historic,true,App_129,CWP FD 232,204,Apply_56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Lola Villamil,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_122,176.0,Historic,true,App_131,CWP FD 766,382,Apply_58,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,White-fronted Parrot,3,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Packito,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_123,NULL,Historic,false,App_132,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flew away
Bird_124,NULL,Historic,false,App_132,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mealy Parrot,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,flew away
Bird_125,106.0,Historic,true,App_133,CWP FD 056,1,Apply_59,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_126,NULL,Historic,false,App_134,NULL,NULL,Apply_60,NULL,NULL,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,White-fronted Parrot,3,NULL,NULL,NULL,NULL,Taken from the Wild,NULL,NULL,NULL,NULL,NULL,5 MONTHS,NULL,Application date,NULL,NULL,NULL,NULL,NULL
Bird_127,NULL,Historic,false,App_134,NULL,NULL,Apply_60,NULL,NULL,Orange Walk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,Taken from the Wild,NULL,NULL,NULL,NULL,NULL,5 MONTHS,NULL,Application date,NULL,NULL,NULL,NULL,NULL
Bird_128,NULL,Historic,true,App_135,CWP FD 194,425,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_129,NULL,Call,false,App_137,NULL,NULL,Apply_61,NULL,NULL,Orange Walk,false,Died,2023.0,Louiseville Village,Call date,NULL,NULL,NULL,White-fronted Parrot,3,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Lorri,NULL,NULL,2 YRS,NULL,Application date,NULL,NULL,NULL,NULL,"The parrot was very loved and considered part of the family. One night, a skunk somehow opened it's cage and killed the bird. It was a sentimental moment for Ms. Armida."
Bird_130,NULL,Historic,false,App_138,NULL,NULL,NULL,NULL,NULL,Toledo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown Cockatiel,15,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,Male,NULL,7 years,NULL,Application date,NULL,NULL,NULL,NULL,By Mrs.P Leord
Bird_131,NULL,Historic,false,App_138,NULL,NULL,NULL,NULL,NULL,Toledo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown Cockatiel,15,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,Male,NULL,7 years,NULL,Application date,NULL,NULL,NULL,NULL,By Mrs.P Leord
Bird_132,NULL,Historic,false,App_139,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,Bought,NULL,NULL,Alfredo,NULL,NULL,114.0,1368,Application date,NULL,NULL,NULL,NULL,NULL
Bird_133,NULL,Historic,false,App_139,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,Bought,NULL,NULL,Albert,NULL,NULL,114.0,1368,Application date,NULL,NULL,NULL,NULL,NULL
Bird_134,NULL,Historic,false,App_140,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_135,NULL,Historic,false,App_140,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_136,NULL,Historic,false,App_142,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,White-fronted Parrot,3,NULL,NULL,NULL,NULL,Taken from the Wild,NULL,NULL,NULL,NULL,NULL,24.0,288,Application date,NULL,NULL,NULL,NULL,NULL
Bird_137,NULL,Historic,false,App_142,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,Taken from the Wild,NULL,NULL,NULL,NULL,NULL,24.0,288,Application date,NULL,NULL,NULL,NULL,NULL
Bird_138,NULL,Call,false,App_143,NULL,NULL,Apply_62,NULL,NULL,Belmopan,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,Yes,10.0,120,Call date,Rescued,Pine Ridge,Cayo,Sweetie,Unknown,NULL,10.0,120,Call date,true,NULL,Plumage discoloration on the body,NULL,NULL
Bird_139,NULL,Call,false,App_143,NULL,NULL,Apply_62,NULL,NULL,Belmopan,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL,White-fronted or white-crowned,1,Yes,5.0,60,Call date,Rescued,Farm at Rancho Dolores,Belize,No name,Unknown,NULL,5.0,60,Call date,true,NULL,Hard to tell picture is not clear enough.,NULL,NULL
Bird_140,NULL,Historic,false,App_144,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown Parrot,14,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Happy,Male,NULL,5 years,NULL,Application date,NULL,NULL,NULL,NULL,NULL
Bird_141,NULL,Historic,false,App_146,NULL,NULL,NULL,NULL,NULL,Toledo,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown Parrot,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Patra,NULL,NULL,4 years,NULL,Application date,NULL,NULL,NULL,NULL,Toledo district. Found as a baby bird during a land cleaning
Bird_142,NULL,Historic,false,App_147,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,Bought,NULL,NULL,Polly,NULL,NULL,12.0,144,Application date,NULL,NULL,NULL,NULL,NULL
Bird_143,NULL,Historic,false,App_148,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mealy Parrot,4,NULL,NULL,NULL,NULL,Bought,NULL,NULL,Pretty pauly,NULL,NULL,24.0,288,Application date,NULL,NULL,NULL,NULL,NULL
Bird_144,NULL,Historic,false,App_148,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mealy Parrot,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_145,NULL,Historic,false,App_148,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mealy Parrot,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_146,NULL,Historic,false,App_149,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown Parrot,14,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,3.0,36,Application date,NULL,NULL,NULL,NULL,NULL
Bird_147,103.0,Call,true,App_151,CWP FD 566,71,Apply_64,NULL,NULL,SanIg,true,NULL,NULL,NULL,NULL,NULL,NULL,NULL,White-fronted Parrot,3,NULL,10.0,120,Call date,Gifted,Unknown,Unknown,Vijango,Unknown,NULL,10.0,120,Call date,true,NULL,NULL,NULL,NULL
Bird_148,126.0,Historic,true,App_154,CWP FD 557,90,Apply_66,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,White-fronted Parrot,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_149,127.0,Historic,true,App_154,CWP FD 558,90,Apply_66,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,White-fronted Parrot,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_150,128.0,Historic,true,App_154,CWP FD 256,90,Apply_66,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_151,NULL,Historic,false,App_155,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mealy Parrot,4,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,144.0,1728,Application date,NULL,NULL,NULL,NULL,NULL
Bird_152,NULL,Historic,false,App_155,NULL,NULL,NULL,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mealy Parrot,4,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,NULL,NULL,NULL,144.0,1728,Application date,NULL,NULL,NULL,NULL,NULL
Bird_153,185.0,Historic,true,App_156,GOB A 085,391,Apply_67,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_154,186.0,Historic,true,App_156,GOB A 086,391,Apply_67,NULL,NULL,SanIg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_155,NULL,Historic,false,App_158,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Walla,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_156,NULL,Historic,false,App_158,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yellow-headed Parrot,2,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Tafee,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_157,NULL,Historic,false,App_159,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Red-lored Parrot,1,NULL,NULL,NULL,NULL,Gifted,NULL,NULL,Feathers,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Bird_158,NULL,Historic,false,App_160,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown Parakeet,13,NULL,NULL,NULL,NULL,Taken from the Wild,NULL,NULL,NULL,NULL,NULL,2 Years,NULL,Application date,NULL,NULL,NULL,NULL,fallout a tree
Bird_159,NULL,Historic,false,App_160,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown Parakeet,13,NULL,NULL,NULL,NULL,Taken from the Wild,NULL,NULL,NULL,NULL,NULL,2 Years,NULL,Application date,NULL,NULL,NULL,NULL,fallout a tree
Bird_160,NULL,Historic,false,App_160,NULL,NULL,NULL,NULL,NULL,Belmopan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Unknown Parakeet,13,NULL,NULL,NULL,NULL,Taken from the Wild,NULL,NULL,NULL,NULL,NULL,2 Years,NULL,Application date,NULL,NULL,NULL,NULL,fallout a tree
